AGS,Name,2020,2019,2018,AGS2
09571190,Petersaurach,44,43.9,43.6,9571190
09571192,Röckingen,45,44.5,44.6,9571192
09571193,RothenburgobderTauber.GKSt,46.5,46.3,46.4,9571193
09571194,Rügland,44.3,44.5,44.5,9571194
09571196,Sachsenb.Ansbach,43.8,44,44,9571196
09571198,Schillingsfürst.St,44.9,44.8,44.8,9571198
09571199,Schnelldorf,44.5,44.2,43.9,9571199
09571200,Schopfloch.M,44,43.9,43.9,9571200
09571205,Steinsfeld,45.3,45.8,45.8,9571205
09571208,Unterschwaningen,43.4,43.2,43.4,9571208
09571214,Wassertrüdingen.St,44.6,44.6,44.6,9571214
09571216,Weidenbach.M,42.1,41.5,41.4,9571216
09571217,Weihenzell,42.6,42.8,42.4,9571217
09571218,Weiltingen.M,44.4,44.1,43.8,9571218
09571222,Wettringen,44.2,43.7,43.2,9571222
09571223,Wieseth,44.5,44.3,44.1,9571223
09571224,Wilburgstetten,43.9,43.8,43.3,9571224
09571225,Windelsbach,43.6,43.6,43.1,9571225
09571226,Windsbach.St,42.8,42.9,43,9571226
09571227,Wittelshofen,44.9,45.1,45.2,9571227
09571228,Wörnitz,41.8,41.4,41.5,9571228
09571229,Wolframs-Eschenbach.St,42.7,43.1,42.9,9571229
09572111,Adelsdorf,41.2,41.5,41.9,9572111
09572114,Aurachtal,43.3,43.3,43,9572114
09572115,Baiersdorf.St,43.6,43.6,43.5,9572115
09572119,Bubenreuth,45.4,45.1,44.8,9572119
09572120,Buckenhof,46,45.5,45.4,9572120
09572121,Eckental.M,45.6,45.4,45.2,9572121
09572126,Gremsdorf,44.2,44.4,44.1,9572126
09572127,Großenseebach,43.9,43.6,43.1,9572127
09572130,Hemhofen,45.4,45.2,44.9,9572130
09572131,Heroldsberg.M,45.1,45,44.8,9572131
09572132,Herzogenaurach.St,44,44,44,9572132
09572133,Heßdorf,43.6,43.4,43.2,9572133
09572135,Höchstadta.d.Aisch.St,44.3,44.2,44.1,9572135
09572137,Kalchreuth,46.4,46.5,46.6,9572137
09572139,Lonnerstadt.M,44.1,44.4,44,9572139
09572141,Marloffstein,46.6,46.8,46.4,9572141
09572142,Möhrendorf,44.2,43.9,43.5,9572142
09572143,Mühlhausen.M,42.3,41.6,41.7,9572143
09572147,Oberreichenbach,40.7,40.8,40.9,9572147
09572149,Röttenbach,45.1,44.9,44.6,9572149
09572154,Spardorf,43.7,43.2,43.3,9572154
09572158,Uttenreuth,46.3,46.3,46.4,9572158
09572159,Vestenbergsgreuth.M,43.5,43.4,43,9572159
09572160,Wachenroth.M,41.8,41.6,41.2,9572160
09572164,Weisendorf.M,41.9,41.7,41.6,9572164
09573111,Ammerndorf.M,45.4,45,44.8,9573111
09573114,Cadolzburg.M,44.3,44,43.7,9573114
09573115,Großhabersdorf,44.7,45,45.2,9573115
09573120,Langenzenn.St,45.6,45.7,45.6,9573120
09573122,Oberasbach.St,46.8,46.7,46.7,9573122
09573123,Obermichelbach,44.7,44.3,43.9,9573123
09573124,Puschendorf,46.6,46.3,46,9573124
09573125,Roßtal.M,45.5,45.6,45.6,9573125
09573126,Seukendorf,46.5,46.1,45.6,9573126
09573127,Stein.St,47.3,47.6,47.7,9573127
09573129,Tuchenbach,45,45,45.3,9573129
09573130,Veitsbronn,44.4,44.4,44.7,9573130
09573133,Wilhermsdorf.M,43.1,43,42.9,9573133
09573134,Zirndorf.St,45.1,45.1,45,9573134
09574111,Alfeld,44.7,44.5,44.9,9574111
09574112,Altdorfb.Nürnberg.St,46.2,46,45.7,9574112
09574117,Burgthann,45.4,45.7,45.7,9574117
09574120,Engelthal,45.5,45.4,45.3,9574120
09574123,Feucht.M,44.5,44.4,44.4,9574123
09574128,Happurg,44.6,44.6,44.5,9574128
09574129,Hartenstein,45.8,45.4,45.6,9574129
09574131,Henfenfeld,45.3,45.1,44.5,9574131
09574132,Hersbruck.St,46.2,46.1,45.8,9574132
09574135,Kirchensittenbach,44.6,44.6,44.6,9574135
09574138,Laufa.d.Pegnitz.St,45.4,45.3,45,9574138
09574139,Leinburg,44.6,44.8,44.4,9574139
09574140,Neuhausa.d.Pegnitz.M,44.5,44.4,44.3,9574140
09574141,Neunkirchena.Sand,46.2,46.3,46,9574141
09574145,Offenhausen,44.5,44.2,44.3,9574145
09574146,Ottensoos,44.1,44,44.2,9574146
09574147,Pommelsbrunn,46.7,46.7,46.5,9574147
09574150,Reichenschwand,44.7,44.5,44.2,9574150
09574152,Röthenbacha.d.Pegnitz.St,45.5,45.6,45.5,9574152
09574154,Rückersdorf,44.6,44.7,44.7,9574154
09574155,Schnaittach.M,45.3,45,44.8,9574155
09574156,Schwaigb.Nürnberg,45.1,44.9,45.1,9574156
09574157,Schwarzenbruck,45.9,45.7,45.7,9574157
09574158,Simmelsdorf,44.7,44.8,44.7,9574158
09574160,Velden.St,44.5,44.2,44.2,9574160
09574161,Vorra,46.7,46.5,46.4,9574161
09574164,Winkelhaid,45.9,45.8,45.8,9574164
09575112,BadWindsheim.St,46.1,45.8,45.6,9575112
09575113,Baudenbach.M,44.4,44.2,43.6,9575113
09575115,Burgbernheim.St,43.2,43.1,43.3,9575115
09575116,Burghaslach.M,42.4,42.4,42.4,9575116
09575117,Dachsbach.M,44.7,44.3,44.4,9575117
09575118,Diespeck,44.2,44,44,9575118
09575119,Dietersheim,43.3,43.2,43,9575119
09575121,Emskirchen.M,44.5,44.2,44.1,9575121
09575122,Ergersheim,46.1,45.7,44.8,9575122
09575124,Gallmersgarten,47.2,47,47.2,9575124
09575125,Gerhardshofen,43,42.6,42.8,9575125
09575127,Gollhofen,43.1,43.1,42.8,9575127
09575128,Gutenstetten,45.1,44.7,44.5,9575128
09575129,Hagenbüchach,40.6,41.3,41.7,9575129
09575130,Hemmersheim,47.6,47.4,47.5,9575130
09575133,Illesheim,42.4,43,43.4,9575133
09575134,Ippesheim.M,45.9,46,45.9,9575134
09575135,Ipsheim.M,44,43.7,43.3,9575135
09575138,Langenfeld,44.6,44.8,44.7,9575138
09575143,Marktbergel.M,44.3,44,44.1,9575143
09575144,MarktBibart.M,45.2,45.1,44.9,9575144
09575145,MarktErlbach.M,44.6,44.5,44.1,9575145
09575146,MarktNordheim.M,44,44.2,44.5,9575146
09575147,MarktTaschendorf.M,44.8,45,44.8,9575147
09575150,Münchsteinach,46.3,46.5,46.3,9575150
09575152,Neuhofa.d.Zenn.M,44,43.9,43.9,9575152
09575153,Neustadta.d.Aisch.St,44.6,44.4,44.4,9575153
09575155,Oberickelsheim,45.4,45.7,45.6,9575155
09575156,Obernzenn.M,45.8,46,46.2,9575156
09575157,Oberscheinfeld.M,48.7,47.7,47.1,9575157
09575161,Scheinfeld.St,45.1,44.8,44.9,9575161
09575163,Simmershofen,44.6,44.7,45.1,9575163
09575165,Sugenheim.M,45,45,44.8,9575165
09575166,Trautskirchen,45,44.9,44.3,9575166
09575167,Uehlfeld.M,44.4,44.3,44.5,9575167
09575168,Uffenheim.St,44.6,44.6,44.4,9575168
09575179,Weigenheim,44.5,44.3,43.6,9575179
09575181,Wilhelmsdorf,43.8,43.5,43.1,9575181
09576111,Abenberg.St,45.2,44.9,44.5,9576111
09576113,Allersberg.M,43.7,43.6,43.3,9576113
09576117,Büchenbach,45,45.1,45,9576117
09576121,Georgensgmünd,44.8,44.7,44.6,9576121
09576122,Greding.St,43.6,43.4,43.2,9576122
09576126,Heideck.St,44.5,44.2,44,9576126
09576127,Hilpoltstein.St,43.2,42.9,42.7,9576127
09576128,Kammerstein,43.1,42.7,42.3,9576128
09576132,Schwanstetten.M,46.4,46.3,46.1,9576132
09576137,Rednitzhembach,45.4,45.5,45.3,9576137
09576141,Röttenbach,43,43,42.4,9576141
09576142,Rohr,43.5,43,42.8,9576142
09576143,Roth.St,44.8,44.7,44.4,9576143
09576147,Spalt.St,45.5,45.5,45.3,9576147
09576148,Thalmässing.M,44.6,44.6,44.5,9576148
09576151,Wendelstein.M,46.9,46.9,46.7,9576151
09577111,Absberg.M,45.8,45.7,45.8,9577111
09577113,Alesheim,44,44.1,44,9577113
09577114,Muhra.See,45,44.9,44.6,9577114
09577115,Bergen,42,42,41.8,9577115
09577120,Burgsalach,44.6,45.2,45.2,9577120
09577122,Dittenheim,43.3,43.5,43.4,9577122
09577125,Ellingen.St,44.7,44.8,44.9,9577125
09577127,Ettenstatt,43.6,43.7,43.5,9577127
09577133,Gnotzheim.M,44.8,44.6,44.9,9577133
09577136,Gunzenhausen.St,46,45.9,45.8,9577136
09577138,Haundorf,44.6,44.6,44.5,9577138
09577140,Heidenheim.M,45.8,45.7,45.4,9577140
09577141,Höttingen,46.8,46.7,45.9,9577141
09577148,Langenaltheim,44,44.7,44.4,9577148
09577149,MarktBerolzheim.M,45.6,45.5,45.3,9577149
09577150,Meinheim,43.5,43.1,42.9,9577150
09577151,Nennslingen.M,45.7,45.6,45.5,9577151
09577158,Pappenheim.St,44.7,44.5,44.7,9577158
09577159,Pfofeld,45.2,45.3,45,9577159
09577161,Pleinfeld.M,44.7,44.3,44.3,9577161
09577162,Polsingen,44.6,44.6,44.5,9577162
09577163,Raitenbuch,41.6,41.3,41.2,9577163
09577168,Solnhofen,45.4,45.1,44.8,9577168
09577172,Theilenhofen,44.9,44.4,44,9577172
09577173,Treuchtlingen.St,44.5,44.5,44.4,9577173
09577177,Weißenburgi.Bay..GKSt,45.2,45,44.9,9577177
09577179,Westheim,43.8,43.6,44.1,9577179
09671111,Alzenau.St,46.1,45.9,45.8,9671111
09671112,Bessenbach,45.7,45.4,45.1,9671112
09671113,Blankenbach,45.4,45.4,45.3,9671113
09671114,Karlsteina.Main,45.7,45.4,45.3,9671114
09671119,Geiselbach,45.7,46.5,45.9,9671119
09671120,Glattbach,46.4,46.5,46.4,9671120
09671121,Goldbach.M,45.1,45,44.9,9671121
09671122,Großostheim.M,45.1,44.9,44.5,9671122
09671124,Haibach,46.1,45.8,45.6,9671124
09671126,Heigenbrücken,44.8,44.7,44.8,9671126
09671127,Heimbuchenthal,45.8,46,45.6,9671127
09671128,Heinrichsthal,45.9,45.7,46.3,9671128
09671130,Hösbach.M,45.6,45.5,45.3,9671130
09671133,Johannesberg,45.9,45.8,45.5,9671133
09671134,Kahla.Main,46.4,46.3,46.4,9671134
09671135,Kleinkahl,45.3,44.9,44.4,9671135
09671136,Kleinostheim,45.2,45.1,44.9,9671136
09671138,Krombach,44.5,44.4,44.1,9671138
09671139,Laufach,44.6,44.6,44.4,9671139
09671140,Mainaschaff,45.1,45.1,45,9671140
09671141,Mespelbrunn,45.5,45.4,45.1,9671141
09671143,Mömbris.M,46.2,46.2,46,9671143
09671148,Rothenbuch,45.5,45,44.5,9671148
09671150,Sailauf,44.7,44.5,44.4,9671150
09671152,Schöllkrippen.M,43.7,43.5,43.3,9671152
09671153,Sommerkahl,43.7,43.7,43.5,9671153
09671155,Stockstadta.Main.M,43.1,43,42.7,9671155
09671156,Waldaschaff,44.3,44.3,44.6,9671156
09671157,Weibersbrunn,45,44.5,44.2,9671157
09671159,Westerngrund,45.6,45.6,45.6,9671159
09671160,Dammbach,44.3,44.2,44.3,9671160
09671162,Wiesen,46,46,45.9,9671162
09672111,Auraa.d.Saale,44.5,44.6,44.7,9672111
09672112,BadBocklet.M,47.4,47.5,46.9,9672112
09672113,BadBrückenau.St,48.9,49,48.7,9672113
09672114,BadKissingen.GKSt,49.7,49.5,49.4,9672114
09672117,Burkardroth.M,45.2,45.1,45.1,9672117
09672121,Elfershausen.M,45.4,45,45.1,9672121
09672122,Euerdorf.M,46.5,46.6,45.9,9672122
09672124,Fuchsstadt,44,43.7,43.9,9672124
09672126,Geroda.M,49.8,50.3,49.9,9672126
09672127,Hammelburg.St,46.4,46.2,46.1,9672127
09672131,Maßbach.M,46.7,46.6,46.4,9672131
09672134,Motten,45.4,45.3,44.7,9672134
09672135,Münnerstadt.St,46.9,46.5,46.4,9672135
09672136,Nüdlingen,44.9,44.7,44.6,9672136
09672138,Oberleichtersbach,44.2,43.9,43.8,9672138
09672139,Oberthulba.M,44.4,44.1,43.9,9672139
09672140,Oerlenbach,45.3,45.2,45.1,9672140
09672142,Ramsthal,46.5,45.8,46,9672142
09672143,Rannungen,45.4,45.7,45.7,9672143
09672145,Riedenberg,45.2,44.8,44.5,9672145
09672149,Schondra.M,43.8,43.5,43.4,9672149
09672155,Sulzthal.M,47.8,47.9,47.6,9672155
09672157,Thundorfi.UFr.,45,45.1,44.7,9672157
09672161,Wartmannsroth,46.6,47,47.2,9672161
09672163,Wildflecken.M,45.1,45.1,44.6,9672163
09672166,Zeitlofs.M,48,47.9,47.5,9672166
09673113,Aubstadt,45.2,44.9,45.1,9673113
09673114,BadNeustadta.d.Saale.St,45.7,45.4,45.3,9673114
09673116,Bastheim,46.9,47.2,46.8,9673116
09673117,Bischofsheimi.d.Rhön.St,46,45.4,45.1,9673117
09673123,Fladungen.St,45,45,44.6,9673123
09673126,Großbardorf,44.6,44.7,44.5,9673126
09673127,Großeibstadt,47,46.6,46.5,9673127
09673129,Hausen,47.5,48,47.3,9673129
09673130,Hendungen,45.2,44.5,44.1,9673130
09673131,Herbstadt,44.6,45.4,44.5,9673131
09673133,Heustreu,44.4,43.8,44,9673133
09673134,Höchheim,46.6,46.1,46.1,9673134
09673135,Hohenroth,43.9,43.7,43.6,9673135
09673136,Hollstadt,45.6,45,44.4,9673136
09673141,BadKönigshofeni.Grabfeld.St,46.4,46.2,46,9673141
09673142,Mellrichstadt.St,46.7,46.3,46.2,9673142
09673146,Niederlauer,44.6,44.5,44.7,9673146
09673147,Nordheimv.d.Rhön,46.1,45.4,45.6,9673147
09673149,Oberelsbach.M,45.2,45,45,9673149
09673151,Oberstreu,46.3,46.3,46.3,9673151
09673153,Ostheimv.d.Rhön.St,47.7,47.6,47.5,9673153
09673156,Rödelmaier,43,42.6,42.6,9673156
09673160,Saala.d.Saale.M,45.4,45.7,45.6,9673160
09673161,Salz,44,43.8,43.2,9673161
09673162,Sandberg,46.8,46.8,46.3,9673162
09673163,Schönaua.d.Brend,47.1,46.9,46.9,9673163
09673167,Sondheimv.d.Rhön,45.3,45.4,45.1,9673167
09673170,Stockheim,46.4,46.2,45.9,9673170
09673171,Strahlungen,43.6,43.3,43.4,9673171
09673172,Sulzdorfa.d.Lederhecke,48.2,48,47.6,9673172
09673173,Sulzfeld,43.9,43.4,43.5,9673173
09673174,Trappstadt.M,45.7,45.3,45,9673174
09673175,Unsleben,43.8,44.3,43.7,9673175
09673182,Willmars,43.5,43.3,42.4,9673182
09673183,Wollbach,43.5,43.6,43.9,9673183
09673184,Wülfershausena.d.Saale,45.1,45.3,45.5,9673184
09673186,Burglauer,43,43.3,43.2,9673186
09674111,Aidhausen,45.7,45.6,45.2,9674111
09674118,Breitbrunn,44.9,44.7,44.4,9674118
09674120,Bundorf,47.4,47.3,46.5,9674120
09674121,Burgpreppach.M,45.5,45.5,45.4,9674121
09674129,Ebelsbach,44.8,44.6,44.4,9674129
09674130,Ebern.St,46.1,45.7,45.6,9674130
09674133,Eltmann.St,43.3,43.1,43,9674133
09674139,Gädheim,45.1,45.7,45.2,9674139
09674147,Haßfurt.St,44.6,44.5,44.2,9674147
09674149,Hofheimi.UFr..St,45.4,45.1,44.7,9674149
09674153,Riedbach,44.3,43.9,43.8,9674153
09674159,Oberaurach,45.1,44.9,44.5,9674159
09674160,Kirchlauter,46.1,46.3,46.1,9674160
09674163,Knetzgau,44.4,44.2,44,9674163
09674164,Königsbergi.Bay..St,46.2,46.2,45.4,9674164
09674171,Maroldsweisach.M,47,47,46.7,9674171
09674180,Theres,46.4,45.9,45.4,9674180
09674184,Pfarrweisach,44.2,44.3,43.8,9674184
09674187,Rauhenebrach,45.5,44.9,44.5,9674187
09674190,Rentweinsdorf.M,44.1,44,44.1,9674190
09674195,Sanda.Main,44.5,44,43.8,9674195
09674201,Stettfeld,43.6,43,42.9,9674201
09674210,Untermerzbach,46.8,46.4,46.5,9674210
09674219,Wonfurt,43.7,43.5,43.2,9674219
09674221,Zeila.Main.St,46,46.2,45.9,9674221
09674223,Ermershausen,44.7,44.8,44.6,9674223
09675111,Abtswind.M,45.1,45.2,44.8,9675111
09675112,Albertshofen,43.7,43.2,42.8,9675112
09675113,Biebelried,44,43.8,43.4,9675113
09675114,Buchbrunn,45.4,45.2,45.1,9675114
09675116,Castell,45.4,45.8,45.6,9675116
09675117,Dettelbach.St,45.2,45.1,44.9,9675117
09675127,Geiselwind.M,42.5,42.4,42.3,9675127
09675131,Großlangheim.M,43.5,43.2,42.9,9675131
09675139,Iphofen.St,44.5,44.6,44.6,9675139
09675141,Kitzingen.GKSt,43.8,43.9,43.8,9675141
09675142,Kleinlangheim.M,45,44.5,43.8,9675142
09675144,Mainbernheim.St,46.3,46.6,46.4,9675144
09675146,Mainstockheim,45.5,45.2,45.2,9675146
09675147,Marktbreit.St,45.3,45.6,45.4,9675147
09675148,MarktEinersheim.M,44.1,44,43.4,9675148
09675149,Marktsteft.St,42.7,42.4,42.3,9675149
09675150,Martinsheim,46.3,46.5,45.4,9675150
09675155,Nordheima.Main,43.5,43.5,43.8,9675155
09675156,Obernbreit.M,46.3,46.5,46.4,9675156
09675158,Prichsenstadt.St,44.7,44.6,44.3,9675158
09675161,Rödelsee,43.8,44,44.1,9675161
09675162,Rüdenhausen.M,45.7,45.3,44.5,9675162
09675165,Schwarzacha.Main.M,44.4,44.3,44,9675165
09675166,Segnitz,44.9,44.5,44.5,9675166
09675167,Seinsheim.M,44.9,44.6,44.4,9675167
09675169,Sommerach,43.7,44.3,44.1,9675169
09675170,Sulzfelda.Main,46.9,46.3,45.9,9675170
09675174,Volkach.St,46.3,46,46,9675174
09675177,Wiesenbronn,43.5,43.1,42.4,9675177
09675178,Wiesentheid.M,44.2,44.1,44,9675178
09675179,Willanzheim.M,43.8,44,43.6,9675179
09676111,Altenbuch,44.2,43.9,44,9676111
09676112,Amorbach.St,47,46.8,46.6,9676112
09676116,Bürgstadt.M,46.1,45.9,46.1,9676116
09676117,Collenberg,46.6,46.5,46.1,9676117
09676118,Dorfprozelten,46.6,46.2,46.1,9676118
09676119,Eichenbühl,46.2,46.1,46.3,9676119
09676121,Elsenfeld.M,44,43.9,43.7,9676121
09676122,Erlenbacha.Main.St,44.5,44.3,44.1,9676122
09676123,Eschau.M,45.2,45.2,45.2,9676123
09676124,Faulbach,46.1,46.1,46.2,9676124
09676125,Großheubach.M,46,45.7,45.6,9676125
09676126,Großwallstadt,44.5,44.3,44.2,9676126
09676128,Hausen,43.9,43.6,43.3,9676128
09676131,Kirchzell.M,47.3,47.1,46.8,9676131
09676132,Kleinheubach.M,43.7,43.7,43,9676132
09676133,Kleinwallstadt.M,45.5,45.2,44.8,9676133
09676134,Klingenberga.Main.St,45,45,45,9676134
09676135,Laudenbach,44,43.5,43.6,9676135
09676136,Leidersbach,44.3,44.1,43.9,9676136
09676139,Miltenberg.St,46.4,46.3,46,9676139
09676140,Mömlingen,44.7,44.3,44.3,9676140
09676141,Mönchberg.M,46,45.6,45.3,9676141
09676143,Neunkirchen,44.9,45.2,45,9676143
09676144,Niedernberg,44.4,44.1,43.7,9676144
09676145,Obernburga.Main.St,44.7,44.7,44.5,9676145
09676151,Röllbach,43.3,43.7,43.5,9676151
09676153,Rüdenau,48.7,48.4,48.8,9676153
09676156,Schneeberg.M,44.6,43.9,43.8,9676156
09676158,Stadtprozelten.St,45.1,45.2,45,9676158
09676160,Sulzbacha.Main.M,44.2,43.9,43.9,9676160
09676165,Weilbach.M,46.2,46.1,46.1,9676165
09676169,Wörtha.Main.St,45.4,45.4,44.6,9676169
09677114,Arnstein.St,45.3,45.3,45.1,9677114
09677116,Aurai.Sinngrund,46.2,46,45.6,9677116
09677119,Birkenfeld,43.8,44,43.7,9677119
09677120,Bischbrunn,45,44.3,44.4,9677120
09677122,Burgsinn.M,46.6,46.5,46.7,9677122
09677125,Erlenbachb.Marktheidenfeld,44.9,45.2,45.4,9677125
09677126,Esselbach,46.2,46.2,45.8,9677126
09677127,Eußenheim,46.2,46.4,46,9677127
09677128,Fellen,44.8,44.1,44.2,9677128
09677129,Frammersbach.M,46.8,46.8,46.4,9677129
09677131,Gemündena.Main.St,47.3,47.2,46.8,9677131
09677132,Gössenheim,47.7,47.5,47.4,9677132
09677133,Gräfendorf,47.1,46.7,46.1,9677133
09677135,Hafenlohr,47.3,47.6,47.2,9677135
09677137,Hasloch,45.2,45.1,45.1,9677137
09677142,Himmelstadt,46.9,46.6,46.5,9677142
09677146,Karbach.M,42.9,43,43.3,9677146
09677148,Karlstadt.St,45.7,45.4,45.1,9677148
09677149,Karsbach,46.3,46.1,45.5,9677149
09677151,Kreuzwertheim.M,46.8,46.9,46.5,9677151
09677154,Triefenstein.M,44.5,44.3,44.1,9677154
09677155,Lohra.Main.St,47.4,47,46.8,9677155
09677157,Marktheidenfeld.St,46.9,47.1,46.7,9677157
09677159,Mittelsinn,46.4,46.1,46.1,9677159
09677164,Neuendorf,48.4,48.1,47.6,9677164
09677165,Neuhütten,47.2,46.8,45.9,9677165
09677166,Neustadta.Main,49.9,49.8,48.8,9677166
09677169,Obersinn.M,48.1,48.4,48.5,9677169
09677170,Partenstein,46.5,46.6,46.1,9677170
09677172,Rechtenbach,46.6,46.3,45.9,9677172
09677175,Retzstadt,44,43.9,43.8,9677175
09677177,Rieneck.St,47.5,47.4,46.5,9677177
09677178,Roden,45,44.9,45.1,9677178
09677181,Rothenfels.St,46.9,46.1,45.7,9677181
09677182,Schollbrunn,46.7,46.3,46.2,9677182
09677186,Steinfeld,46.1,45.6,45.4,9677186
09677189,Thüngen.M,45,45.1,44.9,9677189
09677193,Urspringen,43.7,43.7,43.7,9677193
09677200,Wiesthal,47.7,47,47.1,9677200
09677203,Zellingen.M,46.3,46.3,46.2,9677203
09678115,Bergrheinfeld,44.3,44.2,43.9,9678115
09678122,Dingolshausen,43.3,43.7,43.5,9678122
09678123,Dittelbrunn,46.5,46.6,46.6,9678123
09678124,Donnersdorf,43.6,43.4,43.2,9678124
09678128,Euerbach,45.2,45.3,45.2,9678128
09678130,Frankenwinheim,43.2,43.1,42.6,9678130
09678132,Geldersheim,43.7,42.6,42.1,9678132
09678134,Gerolzhofen.St,46.3,46.1,45.7,9678134
09678135,Gochsheim,45.7,45.4,45.4,9678135
